"aaNumber","year","monthYear","sequenceNumber","sequenceStartDate","base","sequenceEquipmentType","uuid","dutyPeriodNumber","flightNumber","departureStationIata","departureStationIcao","departureStationTz","outDateTimeUTC","outDateUTC","outTimeUTC","outDateTimeLCL","outDateLCL","outTimeLCL","arrivalStationIata","arrivalStationIcao","arrivalStationTz","inDateTimeUTC","inDateUTC","inTimeUTC","inDateTimeLCL","inDateLCL","inTimeLCL","fly","legGreater","actualBlock","groundTime","overnightDuration","eqModel","eqNumber","eqType","eqCode","fuelPerformance","departurePerformance","arrivalPerformance","position","delayCode"
"420357","2017  ","FEBRUARY 2017  ","21750","2/19/2017","PHX","320","5af5f385-c0fd-499a-a026-ecb69c41f782","3","516","MCO","KMCO","America/New_York","2017-02-21T22:18:00+00:00","2017-02-21","22:18:00","2017-02-21T17:18:00-05:00","2017-02-21","17:18:00","PHX","KPHX","America/Phoenix","2017-02-22T02:54:00+00:00","2017-02-22","02:54:00","2017-02-21T21:54:00-05:00","2017-02-21","21:54:00","4:36:0","4:54:0","4:36:0","0:0:0","0:0:0","A321","N184","321","77","-100.00","-7","-25","FO",""
"420357","2017  ","FEBRUARY 2017  ","21054","2/24/2017","PHX","320","4cf379b2-feac-4728-b6ae-a068e79e9d55","1","424","PHX","KPHX","America/Phoenix","2017-02-24T23:27:00+00:00","2017-02-24","23:27:00","2017-02-24T16:27:00-07:00","2017-02-24","16:27:00","DTW","KDTW","America/New_York","2017-02-25T02:52:00+00:00","2017-02-25","02:52:00","2017-02-24T19:52:00-07:00","2017-02-24","19:52:00","3:25:0","3:46:0","3:25:0","0:0:0","11:38:0","A320","N680","320","29","-700.00","-5","-26","FO",""
"420357","2017  ","FEBRUARY 2017  ","21054","2/24/2017","PHX","320","4d6b827e-72e8-400b-8b09-6fce8f0d1a8d","2","413","DTW","KDTW","America/New_York","2017-02-25T16:03:00+00:00","2017-02-25","16:03:00","2017-02-25T11:03:00-05:00","2017-02-25","11:03:00","PHX","KPHX","America/Phoenix","2017-02-25T20:37:00+00:00","2017-02-25","20:37:00","2017-02-25T15:37:00-05:00","2017-02-25","15:37:00","4:34:0","4:34:0","4:34:0","2:25:0","0:0:0","A320","N680","320","29","0.00","3","8","FO",""
"420357","2017  ","FEBRUARY 2017  ","21054","2/24/2017","PHX","320","0a41c7fc-42a4-4d04-8970-b50f591a384a","2","574","PHX","KPHX","America/Phoenix","2017-02-25T23:02:00+00:00","2017-02-25","23:02:00","2017-02-25T16:02:00-07:00","2017-02-25","16:02:00","TPA","KTPA","America/New_York","2017-02-26T02:27:00+00:00","2017-02-26","02:27:00","2017-02-25T19:27:00-07:00","2017-02-25","19:27:00","3:25:0","3:46:0","3:25:0","0:0:0","18:28:0","A320","N679","320","29","400.00","-8","-29","FO",""
"420357","2017  ","FEBRUARY 2017  ","21054","2/24/2017","PHX","320","e1051d4e-bfea-4065-a091-8665a283127c","3","1805","TPA","KTPA","America/New_York","2017-02-26T22:21:00+00:00","2017-02-26","22:21:00","2017-02-26T17:21:00-05:00","2017-02-26","17:21:00","PHX","KPHX","America/Phoenix","2017-02-27T03:07:00+00:00","2017-02-27","03:07:00","2017-02-26T22:07:00-05:00","2017-02-26","22:07:00","4:46:0","4:46:0","4:46:0","0:0:0","0:0:0","A320","N672","320","29","0.00","-4","1","FO",""
"420357","2017  ","MARCH 2017  ","6122","3/5/2017","PHX","320","b3bf4cf6-0750-45e0-bf08-41a0c4e79e53","1","521","PHX","KPHX","America/Phoenix","2017-03-06T01:11:00+00:00","2017-03-06","01:11:00","2017-03-05T18:11:00-07:00","2017-03-05","18:11:00","SEA","KSEA","America/Los_Angeles","2017-03-06T04:04:00+00:00","2017-03-06","04:04:00","2017-03-05T21:04:00-07:00","2017-03-05","21:04:00","2:55:0","3:9:0","2:53:0","0:0:0","12:11:0","A321","N979","321","77","-400.00","-4","-20","FO","RCD2"
"420357","2017  ","MARCH 2017  ","6122","3/5/2017","PHX","320","5e76cbbb-1e0e-45f3-b632-5559edc596de","2","1623","SEA","KSEA","America/Los_Angeles","2017-03-06T17:48:00+00:00","2017-03-06","17:48:00","2017-03-06T09:48:00-08:00","2017-03-06","09:48:00","DFW","KDFW","America/Chicago","2017-03-06T21:27:00+00:00","2017-03-06","21:27:00","2017-03-06T13:27:00-08:00","2017-03-06","13:27:00","3:46:0","3:49:0","3:39:0","2:7:0","0:0:0","A321","N889","321","76","200.00","3","-7","FO","RCD7"
"420357","2017  ","MARCH 2017  ","6122","3/5/2017","PHX","320","cc1cd7f6-79ef-4295-a897-d46466dc2390","2","420","DFW","KDFW","America/Chicago","2017-03-06T23:34:00+00:00","2017-03-06","23:34:00","2017-03-06T17:34:00-06:00","2017-03-06","17:34:00","PHL","KPHL","America/New_York","2017-03-07T02:23:00+00:00","2017-03-07","02:23:00","2017-03-06T20:23:00-06:00","2017-03-06","20:23:00","2:53:0","3:10:0","2:49:0","0:0:0","11:42:0","A321","N926","321","77","700.00","39","18","FO","RCD4"
"420357","2017  ","MARCH 2017  ","6122","3/5/2017","PHX","320","6813029f-7a20-412d-aab4-c30c83aba218","3","1826","PHL","KPHL","America/New_York","2017-03-07T15:35:00+00:00","2017-03-07","15:35:00","2017-03-07T10:35:00-05:00","2017-03-07","10:35:00","PHX","KPHX","America/Phoenix","2017-03-07T20:50:00+00:00","2017-03-07","20:50:00","2017-03-07T15:50:00-05:00","2017-03-07","15:50:00","5:18:0","5:26:0","5:15:0","0:0:0","0:0:0","A321","N154","321","77","100.00","","-11","FO","RCD3"
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","7fd9c8ad-3973-46a7-8323-f1d2264a60e6","1","1774","PHX","KPHX","America/Phoenix","2017-03-12T05:43:00+00:00","2017-03-12","05:43:00","2017-03-11T22:43:00-07:00","2017-03-11","22:43:00","EWR","KEWR","America/New_York","2017-03-12T10:24:00+00:00","2017-03-12","10:24:00","2017-03-12T03:24:00-07:00","2017-03-12","03:24:00","4:41:0","4:41:0","4:41:0","0:0:0","11:1:0","A320","N673","320","29","-800.00","-7","-3","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","634907a9-5a19-4a8f-9ad1-21cae02e1005","2","1987","EWR","KEWR","America/New_York","2017-03-13T00:03:00+00:00","2017-03-13","00:03:00","2017-03-12T20:03:00-04:00","2017-03-12","20:03:00","CLT","KCLT","America/New_York","2017-03-13T02:00:00+00:00","2017-03-13","02:00:00","2017-03-12T22:00:00-04:00","2017-03-12","22:00:00","1:57:0","2:5:0","1:57:0","0:40:0","0:0:0","A319","N840","319","92","200.00","68","60","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","27230e76-3a02-4498-9b76-ff31648de34e","2","623","CLT","KCLT","America/New_York","2017-03-13T02:40:00+00:00","2017-03-13","02:40:00","2017-03-12T22:40:00-04:00","2017-03-12","22:40:00","ORD","KORD","America/Chicago","2017-03-13T04:48:00+00:00","2017-03-13","04:48:00","2017-03-13T00:48:00-04:00","2017-03-13","00:48:00","2:8:0","2:8:0","2:8:0","0:0:0","14:6:0","A321","N507","321","77","-100.00","-3","","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","6fb7b144-78bb-4a3c-9ec2-aeb4fa21fad8","3","853","ORD","KORD","America/Chicago","2017-03-13T20:44:00+00:00","2017-03-13","20:44:00","2017-03-13T15:44:00-05:00","2017-03-13","15:44:00","PHX","KPHX","America/Phoenix","2017-03-14T00:12:00+00:00","2017-03-14","00:12:00","2017-03-13T19:12:00-05:00","2017-03-13","19:12:00","3:28:0","3:49:0","3:28:0","1:33:0","0:0:0","A321","N561","321","77","900.00","20","-1","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","556aa818-3103-4478-8f7a-60b35fb30fa3","3","490","PHX","KPHX","America/Phoenix","2017-03-14T01:45:00+00:00","2017-03-14","01:45:00","2017-03-13T18:45:00-07:00","2017-03-13","18:45:00","OMA","KOMA","America/Chicago","2017-03-14T04:27:00+00:00","2017-03-14","04:27:00","2017-03-13T21:27:00-07:00","2017-03-13","21:27:00","2:42:0","2:42:0","2:42:0","0:0:0","13:58:0","A319","N806","319","92","100.00","-4","2","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","10141aec-890f-424c-b07d-943e2a2f8871","4","526","OMA","KOMA","America/Chicago","2017-03-14T19:50:00+00:00","2017-03-14","19:50:00","2017-03-14T14:50:00-05:00","2017-03-14","14:50:00","PHX","KPHX","America/Phoenix","2017-03-14T22:22:00+00:00","2017-03-14","22:22:00","2017-03-14T17:22:00-05:00","2017-03-14","17:22:00","2:32:0","2:51:0","2:32:0","1:50:0","0:0:0","A320","N663","320","29","-800.00","-5","-24","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","3552fc9d-ff27-4f3d-87ae-d551c2a897f1","4","644","PHX","KPHX","America/Phoenix","2017-03-15T00:12:00+00:00","2017-03-15","00:12:00","2017-03-14T17:12:00-07:00","2017-03-14","17:12:00","ONT","KONT","America/Los_Angeles","2017-03-15T01:16:00+00:00","2017-03-15","01:16:00","2017-03-14T18:16:00-07:00","2017-03-14","18:16:00","1:4:0","1:15:0","1:4:0","1:10:0","0:0:0","A319","N823","319","92","100.00","-1","-12","FO",""
"420357","2017  ","MARCH 2017  ","6356","3/11/2017","PHX","320","682dd5bf-893c-483b-9b39-53ee9a8df9ca","4","459","ONT","KONT","America/Los_Angeles","2017-03-15T02:26:00+00:00","2017-03-15","02:26:00","2017-03-14T19:26:00-07:00","2017-03-14","19:26:00","PHX","KPHX","America/Phoenix","2017-03-15T04:03:00+00:00","2017-03-15","04:03:00","2017-03-14T21:03:00-07:00","2017-03-14","21:03:00","1:37:0","1:37:0","1:37:0","0:0:0","0:0:0","A319","N823","319","92","-200.00","-9","14","FO",""
"420357","2017  ","MARCH 2017  ","5831","3/17/2017","PHX","320","841b9ec2-3941-4a22-9510-9e1470cd43d2","1","1650","PHX","KPHX","America/Phoenix","2017-03-17T15:53:00+00:00","2017-03-17","15:53:00","2017-03-17T08:53:00-07:00","2017-03-17","08:53:00","PHX","KPHX","America/Phoenix","2017-03-17T16:10:00+00:00","2017-03-17","16:10:00","2017-03-17T09:10:00-07:00","2017-03-17","09:10:00","0:17:0","0:0:0","0:17:0","0:5:0","0:0:0","A320","N668","320","29","","3","","FO",""
"420357","2017  ","MARCH 2017  ","5831","3/17/2017","PHX","320","65b5857c-8b6e-48a5-af35-3525c2be641e","1","1650","PHX","KPHX","America/Phoenix","2017-03-17T16:15:00+00:00","2017-03-17","16:15:00","2017-03-17T09:15:00-07:00","2017-03-17","09:15:00","ATL","KATL","America/New_York","2017-03-17T20:05:00+00:00","2017-03-17","20:05:00","2017-03-17T13:05:00-07:00","2017-03-17","13:05:00","3:50:0","4:7:0","3:50:0","3:1:0","0:0:0","A320","N668","320","29","-100.00","25","38","FO",""
"420357","2017  ","MARCH 2017  ","5831","3/17/2017","PHX","320","69ffaf10-6361-40bf-ae6d-71ee0a49c6ab","1","1711","ATL","KATL","America/New_York","2017-03-17T23:06:00+00:00","2017-03-17","23:06:00","2017-03-17T19:06:00-04:00","2017-03-17","19:06:00","CLT","KCLT","America/New_York","2017-03-18T00:12:00+00:00","2017-03-18","00:12:00","2017-03-17T20:12:00-04:00","2017-03-17","20:12:00","1:6:0","1:20:0","1:6:0","0:54:0","0:0:0","A319","N732","319","67","600.00","107","93","FO",""
"420357","2017  ","MARCH 2017  ","5831","3/17/2017","PHX","320","e3bd67fc-ec69-48e1-8840-c486b4bab812","1","1866","CLT","KCLT","America/New_York","2017-03-18T01:06:00+00:00","2017-03-18","01:06:00","2017-03-17T21:06:00-04:00","2017-03-17","21:06:00","MSY","KMSY","America/Chicago","2017-03-18T03:01:00+00:00","2017-03-18","03:01:00","2017-03-17T23:01:00-04:00","2017-03-17","23:01:00","1:55:0","2:0:0","1:55:0","0:0:0","17:22:0","A319","N750","319","92","100.00","10","5","FO",""
"420357","2017  ","MARCH 2017  ","5831","3/17/2017","PHX","320","11059250-5af4-41d8-993f-b8e6075bf7a7","2","2006","MSY","KMSY","America/Chicago","2017-03-18T21:49:00+00:00","2017-03-18","21:49:00","2017-03-18T16:49:00-05:00","2017-03-18","16:49:00","CLT","KCLT","America/New_York","2017-03-18T23:33:00+00:00","2017-03-18","23:33:00","2017-03-18T18:33:00-05:00","2017-03-18","18:33:00","1:44:0","1:52:0","1:44:0","1:29:0","0:0:0","A319","N717","319","67","600.00","-4","-12","FO",""
"420357","2017  ","MARCH 2017  ","5831","3/17/2017","PHX","320","c88e3eef-6912-49db-9055-774b19c969c2","2","635","CLT","KCLT","America/New_York","2017-03-19T01:02:00+00:00","2017-03-19","01:02:00","2017-03-18T21:02:00-04:00","2017-03-18","21:02:00","PHX","KPHX","America/Phoenix","2017-03-19T01:02:00+00:00","2017-03-19","01:02:00","2017-03-18T21:02:00-04:00","2017-03-18","21:02:00","0:0:0","0:0:0","0:0:0","0:0:0","0:0:0","A330","N271","330","AA","-200.00","37","17","DH",""
"420357","2017  ","MARCH 2017  ","5881","3/19/2017","PHX","320","ee3e5d17-f03c-4bdb-b495-88afefe9ebf9","1","500","PHX","KPHX","America/Phoenix","2017-03-19T22:46:00+00:00","2017-03-19","22:46:00","2017-03-19T15:46:00-07:00","2017-03-19","15:46:00","IND","KIND","America/New_York","2017-03-20T02:04:00+00:00","2017-03-20","02:04:00","2017-03-19T19:04:00-07:00","2017-03-19","19:04:00","3:18:0","3:20:0","3:18:0","0:0:0","16:6:0","A319","N829","319","92","-100.00","14","12","FO",""
"420357","2017  ","MARCH 2017  ","5881","3/19/2017","PHX","320","03da07b7-a6b8-4d5d-a8f5-4c914028c2c9","2","460","IND","KIND","America/New_York","2017-03-20T19:49:00+00:00","2017-03-20","19:49:00","2017-03-20T15:49:00-04:00","2017-03-20","15:49:00","LAX","KLAX","America/Los_Angeles","2017-03-21T00:12:00+00:00","2017-03-21","00:12:00","2017-03-20T20:12:00-04:00","2017-03-20","20:12:00","4:23:0","4:54:0","4:23:0","1:22:0","0:0:0","A319","N824","319","92","600.00","9","-22","FO",""
"420357","2017  ","MARCH 2017  ","5881","3/19/2017","PHX","320","0977f39e-7203-41fc-9c84-9f018b475072","2","501","LAX","KLAX","America/Los_Angeles","2017-03-21T01:34:00+00:00","2017-03-21","01:34:00","2017-03-20T18:34:00-07:00","2017-03-20","18:34:00","OMA","KOMA","America/Chicago","2017-03-21T04:35:00+00:00","2017-03-21","04:35:00","2017-03-20T21:35:00-07:00","2017-03-20","21:35:00","3:1:0","3:18:0","3:1:0","0:0:0","14:15:0","A319","N824","319","92","-100.00","-6","-23","FO",""
"420357","2017  ","MARCH 2017  ","5881","3/19/2017","PHX","320","fae6b8b5-8b7c-483b-8dc4-34217a174fe2","3","1286","OMA","KOMA","America/Chicago","2017-03-21T19:49:00+00:00","2017-03-21","19:49:00","2017-03-21T14:49:00-05:00","2017-03-21","14:49:00","DFW","KDFW","America/Chicago","2017-03-21T19:49:00+00:00","2017-03-21","19:49:00","2017-03-21T14:49:00-05:00","2017-03-21","14:49:00","0:0:0","0:0:0","0:0:0","3:36:0","0:0:0","MD80","N4YR","S80","AA","-500.00","-1","","DH",""
"420357","2017  ","MARCH 2017  ","5881","3/19/2017","PHX","320","bc67fb36-56b5-408d-8439-ebfd994a0528","3","550","DFW","KDFW","America/Chicago","2017-03-22T01:21:00+00:00","2017-03-22","01:21:00","2017-03-21T20:21:00-05:00","2017-03-21","20:21:00","PHX","KPHX","America/Phoenix","2017-03-22T03:47:00+00:00","2017-03-22","03:47:00","2017-03-21T22:47:00-05:00","2017-03-21","22:47:00","2:26:0","2:45:0","2:26:0","0:0:0","0:0:0","A321","N150","321","77","400.00","95","76","FO",""
"420357","2017  ","MARCH 2017  ","6693","3/30/2017","PHX","320","b25e6e24-9e41-4e37-8499-c5d2dc41c071","1","710","PHX","KPHX","America/Phoenix","2017-03-30T17:57:00+00:00","2017-03-30","17:57:00","2017-03-30T10:57:00-07:00","2017-03-30","10:57:00","ORD","KORD","America/Chicago","2017-03-30T21:32:00+00:00","2017-03-30","21:32:00","2017-03-30T14:32:00-07:00","2017-03-30","14:32:00","4:1:0","4:1:0","3:35:0","2:14:0","0:0:0","A321","N583","321","77","700.00","22","17","FO","ATC26"
"420357","2017  ","MARCH 2017  ","6693","3/30/2017","PHX","320","0d160ea1-f59f-463d-a3ec-723f23442b3b","1","55","ORD","KORD","America/Chicago","2017-03-30T23:46:00+00:00","2017-03-30","23:46:00","2017-03-30T18:46:00-05:00","2017-03-30","18:46:00","MCO","KMCO","America/New_York","2017-03-31T02:52:00+00:00","2017-03-31","02:52:00","2017-03-30T21:52:00-05:00","2017-03-30","21:52:00","3:6:0","3:6:0","3:6:0","0:0:0","19:22:0","A321","N929","321","76","800.00","-4","22","FO",""
"420357","2017  ","MARCH 2017  ","6693","3/30/2017","PHX","320","29f9b9af-c94e-4de5-8c54-7bce8c5b000e","2","1812","MCO","KMCO","America/New_York","2017-03-31T23:14:00+00:00","2017-03-31","23:14:00","2017-03-31T19:14:00-04:00","2017-03-31","19:14:00","CLT","KCLT","America/New_York","2017-03-31T23:14:00+00:00","2017-03-31","23:14:00","2017-03-31T19:14:00-04:00","2017-03-31","19:14:00","0:0:0","0:0:0","0:0:0","1:22:0","0:0:0","A321","N563","321","AA","200.00","","-16","DH",""
"420357","2017  ","MARCH 2017  ","6693","3/30/2017","PHX","320","e68f2b3e-04a6-4e21-b27d-2599cce46739","2","890","CLT","KCLT","America/New_York","2017-04-01T02:09:00+00:00","2017-04-01","02:09:00","2017-03-31T22:09:00-04:00","2017-03-31","22:09:00","DFW","KDFW","America/Chicago","2017-04-01T04:43:00+00:00","2017-04-01","04:43:00","2017-04-01T00:43:00-04:00","2017-04-01","00:43:00","2:34:0","2:49:0","2:34:0","0:0:0","14:2:0","A321","N538","321","77","700.00","-1","-16","FO",""
"420357","2017  ","MARCH 2017  ","6693","3/30/2017","PHX","320","ade993cb-93fb-49d2-a5cc-a95dbf0b3ed3","3","686","DFW","KDFW","America/Chicago","2017-04-01T20:25:00+00:00","2017-04-01","20:25:00","2017-04-01T15:25:00-05:00","2017-04-01","15:25:00","PHX","KPHX","America/Phoenix","2017-04-01T22:41:00+00:00","2017-04-01","22:41:00","2017-04-01T17:41:00-05:00","2017-04-01","17:41:00","2:16:0","2:38:0","2:16:0","0:0:0","0:0:0","A321","N545","321","77","400.00","10","-12","FO",""
"420357","2017  ","APRIL 2017  ","21103","4/2/2017","PHX","320","f269b0dc-7bea-437f-ba55-cc024444c38a","1","1744","PHX","KPHX","America/Phoenix","2017-04-03T01:53:00+00:00","2017-04-03","01:53:00","2017-04-02T18:53:00-07:00","2017-04-02","18:53:00","MSP","KMSP","America/Chicago","2017-04-03T05:02:00+00:00","2017-04-03","05:02:00","2017-04-02T22:02:00-07:00","2017-04-02","22:02:00","3:9:0","3:9:0","3:9:0","0:0:0","14:58:0","A321","N975","321","77","600.00","3","5","FO",""
"420357","2017  ","APRIL 2017  ","21103","4/2/2017","PHX","320","408ce558-2a5e-41ae-b5fa-790c8772e2e9","2","604","MSP","KMSP","America/Chicago","2017-04-03T21:26:00+00:00","2017-04-03","21:26:00","2017-04-03T16:26:00-05:00","2017-04-03","16:26:00","LAX","KLAX","America/Los_Angeles","2017-04-04T01:15:00+00:00","2017-04-04","01:15:00","2017-04-03T20:15:00-05:00","2017-04-03","20:15:00","3:49:0","4:17:0","3:49:0","0:0:0","13:50:0","A319","N827","319","92","900.00","-4","-32","FO",""
"420357","2017  ","APRIL 2017  ","21103","4/2/2017","PHX","320","5eb6d3db-78b0-4f5d-8ad6-407bccd0d16d","3","110","LAX","KLAX","America/Los_Angeles","2017-04-04T17:02:00+00:00","2017-04-04","17:02:00","2017-04-04T10:02:00-07:00","2017-04-04","10:02:00","ORD","KORD","America/Chicago","2017-04-04T21:10:00+00:00","2017-04-04","21:10:00","2017-04-04T14:10:00-07:00","2017-04-04","14:10:00","4:8:0","4:27:0","4:8:0","1:9:0","0:0:0","A321","N872","321","76","300.00","27","8","FO",""
"420357","2017  ","APRIL 2017  ","21103","4/2/2017","PHX","320","79b11030-7983-4646-9cd6-882e95ca81f2","3","547","ORD","KORD","America/Chicago","2017-04-04T22:19:00+00:00","2017-04-04","22:19:00","2017-04-04T17:19:00-05:00","2017-04-04","17:19:00","PHX","KPHX","America/Phoenix","2017-04-05T01:50:00+00:00","2017-04-05","01:50:00","2017-04-04T20:50:00-05:00","2017-04-04","20:50:00","3:32:0","3:48:0","3:31:0","0:0:0","0:0:0","A321","N556","321","77","1600.00","-1","-18","FO","RCD1"
"420357","2017  ","MAY 2017  ","31085","5/8/2017","LAX","320","2a1e2bde-f509-40d2-b7a1-fd06eeb3f76b","1","458","LAX","KLAX","America/Los_Angeles","2017-05-08T23:13:00+00:00","2017-05-08","23:13:00","2017-05-08T16:13:00-07:00","2017-05-08","16:13:00","PHX","KPHX","America/Phoenix","2017-05-08T23:13:00+00:00","2017-05-08","23:13:00","2017-05-08T16:13:00-07:00","2017-05-08","16:13:00","0:0:0","0:0:0","0:0:0","0:0:0","12:8:0","A321","N562","321","AA","100.00","-7","-13","DH",""
"420357","2017  ","MAY 2017  ","31085","5/8/2017","LAX","320","142805cb-42d2-4440-a556-1c4e86ba1639","2","491","PHX","KPHX","America/Phoenix","2017-05-09T14:18:00+00:00","2017-05-09","14:18:00","2017-05-09T07:18:00-07:00","2017-05-09","07:18:00","LAX","KLAX","America/Los_Angeles","2017-05-09T16:50:00+00:00","2017-05-09","16:50:00","2017-05-09T09:50:00-07:00","2017-05-09","09:50:00","2:32:0","2:32:0","2:32:0","0:48:0","0:0:0","A321","N540","321","77","300.00","-2","52","CA",""
"420357","2017  ","MAY 2017  ","31085","5/8/2017","LAX","320","69fd05e8-65e8-491c-9516-bc7c042619d8","2","82","LAX","KLAX","America/Los_Angeles","2017-05-09T17:38:00+00:00","2017-05-09","17:38:00","2017-05-09T10:38:00-07:00","2017-05-09","10:38:00","JFK","KJFK","America/New_York","2017-05-09T23:51:00+00:00","2017-05-09","23:51:00","2017-05-09T16:51:00-07:00","2017-05-09","16:51:00","6:13:0","6:13:0","6:13:0","0:0:0","13:39:0","A321","N795","321","80","-100.00","8","41","CA",""
"420357","2017  ","MAY 2017  ","31085","5/8/2017","LAX","320","c05e5d93-0e9e-4e38-9e43-923a2747812d","3","179","JFK","KJFK","America/New_York","2017-05-10T14:54:00+00:00","2017-05-10","14:54:00","2017-05-10T10:54:00-04:00","2017-05-10","10:54:00","SFO","KSFO","America/Los_Angeles","2017-05-10T21:06:00+00:00","2017-05-10","21:06:00","2017-05-10T17:06:00-04:00","2017-05-10","17:06:00","6:12:0","6:28:0","6:12:0","1:33:0","0:0:0","A321","N795","321","80","300.00","-6","-22","CA",""
"420357","2017  ","MAY 2017  ","31085","5/8/2017","LAX","320","307066c3-5a05-4946-9b8c-ed8091fceea1","3","486","SFO","KSFO","America/Los_Angeles","2017-05-10T22:39:00+00:00","2017-05-10","22:39:00","2017-05-10T15:39:00-07:00","2017-05-10","15:39:00","PHX","KPHX","America/Phoenix","2017-05-11T00:40:00+00:00","2017-05-11","00:40:00","2017-05-10T17:40:00-07:00","2017-05-10","17:40:00","2:1:0","2:1:0","2:1:0","0:0:0","12:40:0","A321","N198","321","77","700.00","-6","","CA",""
"420357","2017  ","MAY 2017  ","31085","5/8/2017","LAX","320","89c8ffff-03b2-4647-a68a-bf4ae4eb62eb","4","491","PHX","KPHX","America/Phoenix","2017-05-11T14:16:00+00:00","2017-05-11","14:16:00","2017-05-11T07:16:00-07:00","2017-05-11","07:16:00","LAX","KLAX","America/Los_Angeles","2017-05-11T14:16:00+00:00","2017-05-11","14:16:00","2017-05-11T07:16:00-07:00","2017-05-11","07:16:00","0:0:0","0:0:0","0:0:0","0:0:0","0:0:0","A321","N191","321","AA","500.00","-4","","DH",""
"420357","2017  ","MAY 2017  ","4489","5/14/2017","LAX","320","693fbb62-affc-41f6-aa5a-4db4b10e0dd2","1","1133","LAX","KLAX","America/Los_Angeles","2017-05-14T19:24:00+00:00","2017-05-14","19:24:00","2017-05-14T12:24:00-07:00","2017-05-14","12:24:00","LAS","KLAS","America/Los_Angeles","2017-05-14T20:41:00+00:00","2017-05-14","20:41:00","2017-05-14T13:41:00-07:00","2017-05-14","13:41:00","1:17:0","1:21:0","1:17:0","0:59:0","0:0:0","","N862","","75","-100.00","-6","-10","CA",""
"420357","2017  ","MAY 2017  ","4489","5/14/2017","LAX","320","0d8381ee-c538-42fc-b138-6c9b589b9c20","1","1133","LAS","KLAS","America/Los_Angeles","2017-05-14T21:40:00+00:00","2017-05-14","21:40:00","2017-05-14T14:40:00-07:00","2017-05-14","14:40:00","LAX","KLAX","America/Los_Angeles","2017-05-14T22:55:00+00:00","2017-05-14","22:55:00","2017-05-14T15:55:00-07:00","2017-05-14","15:55:00","1:15:0","1:21:0","1:15:0","2:27:0","0:0:0","","N862","","75","500.00","-1","-7","CA",""
"420357","2017  ","MAY 2017  ","4489","5/14/2017","LAX","320","f377cca3-5881-4269-a54f-4761bf92aa08","1","1633","LAX","KLAX","America/Los_Angeles","2017-05-15T01:22:00+00:00","2017-05-15","01:22:00","2017-05-14T18:22:00-07:00","2017-05-14","18:22:00","DEN","KDEN","America/Denver","2017-05-15T04:04:00+00:00","2017-05-15","04:04:00","2017-05-14T21:04:00-07:00","2017-05-14","21:04:00","2:42:0","2:42:0","2:42:0","0:0:0","14:19:0","A319","N804","319","92","800.00","-3","7","CA",""
"420357","2017  ","MAY 2017  ","4489","5/14/2017","LAX","320","e00de4cf-326e-4865-8216-01bd523f8f43","2","1667","DEN","KDEN","America/Denver","2017-05-15T19:51:00+00:00","2017-05-15","19:51:00","2017-05-15T13:51:00-06:00","2017-05-15","13:51:00","LAX","KLAX","America/Los_Angeles","2017-05-15T22:17:00+00:00","2017-05-15","22:17:00","2017-05-15T16:17:00-06:00","2017-05-15","16:17:00","2:26:0","2:35:0","2:26:0","1:29:0","0:0:0","A319","N804","319","92","300.00","-2","-11","CA",""
"420357","2017  ","MAY 2017  ","4489","5/14/2017","LAX","320","6894a9f9-73ce-41cc-8e86-c98ccc9a2d9a","2","1058","LAX","KLAX","America/Los_Angeles","2017-05-15T23:46:00+00:00","2017-05-15","23:46:00","2017-05-15T16:46:00-07:00","2017-05-15","16:46:00","LAS","KLAS","America/Los_Angeles","2017-05-16T01:06:00+00:00","2017-05-16","01:06:00","2017-05-15T18:06:00-07:00","2017-05-15","18:06:00","1:20:0","1:20:0","1:20:0","0:50:0","0:0:0","A321","N868","321","76","0.00","-4","-4","CA",""
"420357","2017  ","MAY 2017  ","4489","5/14/2017","LAX","320","f48edbef-57c2-4ae3-8368-773e8df837cd","2","73","LAS","KLAS","America/Los_Angeles","2017-05-16T01:56:00+00:00","2017-05-16","01:56:00","2017-05-15T18:56:00-07:00","2017-05-15","18:56:00","LAX","KLAX","America/Los_Angeles","2017-05-16T03:30:00+00:00","2017-05-16","03:30:00","2017-05-15T20:30:00-07:00","2017-05-15","20:30:00","1:34:0","1:34:0","1:34:0","0:0:0","0:0:0","A321","N868","321","76","400.00","-4","","CA",""
